pos,rho;ad,an,bd,bn,cd,cn,dd,dn,ed,en
1.64512,1.69413;1.0979,2.4895,0.119731,0.1,0.142298,10.0,0.417938,4.19868,1.46315,0.538376
1.64682,1.69762;0.13311,0.25944,0.1,0.365612,0.1,10.0,0.1,1.13637,8.26378,0.470185
1.65064,1.69962;0.13311,0.25944,0.1,0.466783,0.1,10.0,0.1,0.911019,8.26378,0.417055
1.65379,1.69842;0.132289,0.271656,0.1,1.77582,0.1,10.0,0.659924,2.34822,10.0,0.1
1.66258,1.69802;0.1,0.261249,0.1,0.887453,0.1,10.0,0.355611,1.18631,10.0,6.31678
1.66637,1.69854;0.1,0.197938,0.1,0.365612,0.1,10.0,0.1,1.13637,10.0,0.1
1.66871,1.69929;0.1,0.20763,0.153438,0.208484,0.1,10.0,0.1,5.12485,10.0,0.11168
1.68015,1.69665;0.407619,1.59093,0.110638,10.0,0.19008,6.78198,0.20919,10.0,6.57657,0.1
1.68145,1.69567;0.164665,0.368874,0.2135,0.1,0.119159,10.0,0.1,1.61647,4.03081,0.1
1.68793,1.69529;0.1,0.228786,0.1,1.62871,0.1,10.0,0.714221,0.1,9.33895,0.172074
1.69515,1.69746;0.13858,0.329363,0.142704,0.1,0.500451,8.54122,0.1,10.0,4.86009,0.124444
1.69772,1.69944;0.1,0.228786,0.1,1.62871,0.1,10.0,0.549647,0.1,10.0,0.172074
1.70504,1.69861;0.1,0.235129,0.1,1.82934,0.1,9.34537,0.334629,0.373008,10.0,0.1
1.70661,1.69566;0.173859,0.391904,0.154284,0.230386,0.1,9.57471,0.24698,0.17081,3.25199,0.1
1.71447,1.69416;0.1,0.244678,0.198889,0.170027,0.1,10.0,0.182949,0.107303,4.3113,0.1
1.71744,1.6961;0.1,0.221855,0.1,0.1,0.1,10.0,0.102987,0.145005,7.66195,0.340717
1.72471,1.69841;0.1,0.221855,0.103548,0.165854,0.1,10.0,0.1,0.277608,7.66195,0.19956
1.73042,1.6951;0.1,0.317758,0.1,1.19662,0.1,10.0,0.1,0.150942,10.0,10.0
1.73181,1.69664;0.155764,0.344508,0.1,0.1,0.1,10.0,0.1,0.373468,5.3788,0.211475
1.73596,1.69891;0.1,0.317758,0.1,0.887453,0.1,10.0,0.444067,4.27682,10.0,10.0
1.74247,1.69543;0.155764,0.344508,0.1,0.15987,0.1,10.0,0.1,0.373468,5.3788,0.1
1.74762,1.69752;0.74391,2.5891,0.162302,5.73944,0.443961,10.0,0.129135,0.1,0.512495,0.1
1.74828,1.70241;0.235033,0.517168,0.1,0.296894,0.1,10.0,0.1,0.652973,3.97903,0.1
1.75804,1.69547;0.1,0.231733,0.1,0.1,0.1,10.0,0.146785,0.1,6.91064,0.115389
1.76232,1.69668;0.118904,0.263089,0.1,0.326373,0.112918,10.0,0.1,5.68063,10.0,0.148792
1.76514,1.6988;0.118904,0.263089,0.1,0.326373,0.1,10.0,0.1,5.48942,10.0,0.1
1.7691,1.70033;0.1,0.261249,0.1,0.887453,0.1,10.0,0.417957,4.27682,10.0,3.41281
1.77574,1.69983;0.1,0.23295,0.1,0.213733,0.1,4.09972,0.1,10.0,4.66195,0.309992
1.78274,1.69622;0.1,0.317758,0.124456,0.887453,0.218778,10.0,0.876856,10.0,7.29292,5.0873
1.79027,1.69559;0.1,0.460541,0.1,0.848676,0.1,0.109851,0.779109,10.0,0.1,0.1
1.79553,1.69722;0.1,0.23295,0.1,0.389737,0.1,4.09972,0.1,10.0,4.66195,0.309992
1.79343,1.69938;0.100315,0.246647,0.1,0.885008,0.342864,10.0,0.192391,10.0,10.0,0.339073
1.80581,1.6987;0.1,0.23295,0.1,0.765732,0.1,4.09972,0.14241,10.0,4.66195,0.309992
1.81411,1.69851;0.1,0.460541,0.117503,0.848676,0.1,0.110727,0.573166,7.8697,0.1,0.1
1.81757,1.69698;0.127151,0.338632,0.1,2.3998,0.1,10.0,0.1,0.471134,10.0,0.1
1.81799,1.70117;0.1,0.258039,0.166672,0.1,0.1,10.0,0.1,10.0,10.0,0.681427
1.82851,1.69774;0.101632,0.317758,0.1,2.66788,0.123189,10.0,0.384759,0.11307,9.50598,0.14928
1.82823,1.69908;4.21718,10.0,0.134034,0.1,0.1,0.1,0.1,10.0,0.770241,0.1
1.83501,1.69709;0.1,0.250347,0.1,0.1,0.141922,10.0,0.501612,10.0,10.0,0.1
1.84199,1.6975;0.1,0.317758,0.1,2.66788,0.123189,10.0,0.384759,0.333957,9.50598,0.14928
1.84923,1.69648;0.1,0.258039,0.1,0.1,0.153222,5.33754,0.1,10.0,4.86009,0.231042
1.85023,1.70083;0.197148,1.59093,0.1,10.0,0.161068,9.61114,0.191387,0.122131,4.33358,0.181379
1.85985,1.69322;0.100331,0.258039,0.112982,0.192367,0.127237,5.33754,0.104278,10.0,4.86009,0.167859
1.86156,1.69422;0.1,0.258039,0.1,0.1,0.1,5.33754,0.226424,10.0,4.86009,0.167859
1.86812,1.69815;0.1,0.258039,0.166672,0.625424,0.107215,10.0,0.1,10.0,10.0,0.1
1.86898,1.69755;0.149721,0.419149,0.1,2.71683,0.200669,10.0,0.2791,8.06869,10.0,0.1
1.87821,1.69647;0.1,0.361943,0.1,3.0618,0.1,10.0,1.78126,10.0,7.49618,0.1
1.88232,1.69899;0.125715,0.317758,0.1,0.974731,0.116166,10.0,0.135279,5.57687,8.85255,0.110578
1.88932,1.69924;0.1,0.317758,0.1,2.43601,0.121859,10.0,1.1843,10.0,10.0,0.67351
1.90011,1.69823;0.130249,0.357661,0.1,0.1,0.1,10.0,0.244024,0.1,3.97903,0.109254
1.90276,1.69506;1.52307,10.0,0.1,0.1,3.05299,2.59726,7.02084,0.1,0.14274,1.61081
1.91162,1.69703;0.1,0.263089,0.1,0.200919,0.1,10.0,0.126738,7.8194,10.0,0.1
1.91532,1.69224;0.1,0.263089,0.1,0.250974,0.1,10.0,0.153433,7.8194,10.0,0.126647
1.91911,1.69941;0.117095,0.317758,0.1,0.115956,0.1,10.0,0.133627,10.0,10.0,0.888551
1.92153,1.69807;0.143122,0.403981,0.1,0.1,0.127265,10.0,0.149753,0.1,3.59124,0.172027
1.92868,1.69554;1.52307,10.0,0.1,0.1,3.05299,0.1,7.02084,1.29156,0.14274,1.61081
1.93254,1.6995;3.13853,8.71944,0.316159,10.0,0.1,10.0,0.472476,6.89821,0.803302,0.1
1.94163,1.69315;0.1,0.274988,0.157675,1.00216,0.1,10.0,0.1,10.0,10.0,0.1
1.94323,1.69916;0.117168,0.317758,0.1,0.1,0.123189,10.0,0.1,10.0,9.50598,0.116792
1.94522,1.69713;0.117168,0.317758,0.1,0.1,0.123189,10.0,0.1,10.0,9.50598,0.1
1.95265,1.69554;0.116199,0.312813,0.116354,0.562411,0.1,10.0,0.1,10.0,10.0,0.126647
1.9697,1.69406;0.11559,0.317758,0.1,0.447257,0.1,10.0,0.270082,10.0,9.50598,0.200762
1.97707,1.69463;0.124512,0.368874,0.106595,0.315068,0.13946,10.0,0.102657,0.509619,3.97903,0.148029
1.99202,1.69653;2.86378,10.0,0.1,0.1,0.1,10.0,0.1,0.255699,0.210827,0.142506
1.99394,1.70054;0.1,0.295443,0.1,0.1,0.103459,3.08703,0.1,10.0,2.81322,0.136789
2.00095,1.70054;0.1,0.295443,0.1,0.1,0.1,3.08703,0.1,10.0,2.81322,0.1
2.00474,1.69981;0.1,0.295443,0.1,0.154321,0.1,3.08703,0.1,10.0,2.81322,0.136789
2.01076,1.70089;0.1,0.344868,0.119698,0.1,0.1,10.0,0.1,0.1,3.97903,1.37107
2.01973,1.70003;0.1,0.361943,0.1,2.53695,0.1,10.0,1.26324,10.0,7.49618,0.1
2.02499,1.70082;0.100603,0.460541,0.1,1.04946,0.1,0.1,0.63914,10.0,0.167142,0.1
2.03226,1.69957;0.1,0.35959,0.221841,0.1,0.1,10.0,0.1,0.126795,2.13921,0.1
2.03856,1.69709;0.1,0.35959,0.221841,0.172356,0.1,10.0,0.1,0.1,2.13921,0.1
2.04176,1.69834;0.106034,0.333861,0.1,0.1,0.1,10.0,0.158918,0.1,3.97903,0.1
2.04465,1.69764;0.260168,1.59093,0.1,10.0,0.11056,7.82812,0.295818,10.0,6.57657,0.1
2.05194,1.69675;0.1,0.344868,0.119698,0.1,0.1,7.16156,0.1,0.10252,1.4161,0.1
2.05426,1.70111;0.1,0.317758,0.1,1.19662,0.1,10.0,0.1,4.16962,7.95949,0.814459
2.0573,1.69822;0.1,0.317758,0.1,1.19662,0.1,10.0,0.1,4.16962,7.95949,0.788116
2.06799,1.69647;0.755781,3.7469,0.147674,8.56509,0.283879,10.0,0.1,0.1,0.677744,0.285835
2.07765,1.69251;0.1,0.324117,0.1,1.78129,0.142604,10.0,0.217565,8.87736,10.0,0.1
2.0805,1.69664;0.106034,0.377956,0.1,0.1,0.127265,10.0,0.1,0.1,3.59124,1.12926
2.0827,1.70158;0.1,0.317758,0.1,1.42687,0.1,10.0,0.28148,9.31696,10.0,0.384894
2.08657,1.70007;0.1,0.317758,0.1,1.42687,0.1,10.0,0.17956,8.46453,10.0,0.384894
2.09374,1.6993;0.139619,0.463224,0.1,1.0954,0.1,10.0,0.1,0.1,3.97903,0.424376
2.09911,1.69848;0.1,0.317758,0.124456,0.887453,0.1,10.0,0.270082,10.0,8.3029,0.146378
2.11294,1.69354;2.63847,10.0,0.171385,4.90622,0.114501,0.155496,0.1,10.0,0.678585,0.760863
2.11473,1.69528;0.1,0.317758,0.1,1.19662,0.125995,10.0,0.166222,10.0,9.71847,0.1
2.12157,1.69393;0.1,0.317758,0.1,1.19662,0.122993,10.0,0.104776,10.0,10.0,0.1
2.11558,1.70343;0.105957,0.368874,0.1,0.147999,0.101636,10.0,0.141207,0.872359,3.90058,0.644903
2.13618,1.70029;0.1,0.344868,0.130552,0.312953,0.1,10.0,0.1,1.75599,3.97903,0.108007
2.13858,1.69816;0.1,0.344868,0.130552,0.312953,0.1,10.0,0.1,1.75599,3.97903,0.1
2.14413,1.69921;0.731951,2.97948,0.161741,5.46464,0.223619,10.0,0.1,0.118917,0.644153,0.1
2.15398,1.6961;0.105957,0.368874,0.1,0.803906,0.13973,9.34896,0.1,1.42159,3.64594,0.1
2.15931,1.69808;0.1,0.368874,0.1,0.280085,0.140601,10.0,0.1,1.61647,3.97903,0.967817
2.16107,1.69754;0.1,0.344868,0.1,0.407781,0.1,10.0,0.1,0.1,3.97903,0.1
2.17246,1.69577;0.106034,0.368874,0.1,0.1,0.1,10.0,0.1,0.371136,3.57547,0.1
2.18071,1.69475;2.53235,9.05232,0.171385,3.93242,0.114501,0.148167,0.179507,10.0,0.575105,0.391036
2.18242,1.69848;0.1,0.357661,0.1,0.560054,0.125171,10.0,0.113337,0.415685,3.76785,0.195855
2.19207,1.70029;0.105957,0.368874,0.1,0.803906,0.13973,10.0,0.1,4.21709,5.29473,0.1
2.19407,1.70325;0.1,0.357661,0.1,0.560054,0.1,10.0,0.113337,0.415685,3.97903,0.195855
2.20206,1.69843;0.1,0.368874,0.1046,0.280085,0.1,10.0,0.134082,1.61647,3.97903,0.62381
2.20341,1.70359;0.1,0.357661,0.1,0.560054,0.1,10.0,0.1,0.415685,3.97903,0.109254
2.20609,1.70129;0.1,0.357661,0.1,0.560054,0.1,10.0,0.1,0.415685,3.97903,0.1
2.21433,1.69605;0.1,0.368874,0.1,1.03552,0.1,10.0,0.237746,0.649062,3.97903,0.1
2.22528,1.69771;0.1,0.368874,0.1,0.79341,0.1,10.0,0.1,0.1,3.97903,0.269383
2.22871,1.69609;0.1,0.368874,0.1,0.1,0.1,10.0,0.21611,0.809523,3.19485,0.1
2.23037,1.70239;0.1,0.368874,0.1,0.105516,0.1,10.0,0.196856,2.68946,3.97903,0.297381
2.23324,1.70279;0.1,0.368874,0.1,0.1,0.1,10.0,0.25923,3.10114,3.90058,0.2033
2.24176,1.69762;2.80465,10.0,0.119365,10.0,0.320958,8.99175,0.1,7.62872,0.826624,0.153013
2.25855,1.69185;0.1,0.368874,0.1,0.261769,0.1,10.0,0.256518,3.46418,4.13541,0.156523
2.25947,1.69706;0.1,0.368874,0.1,0.1,0.103379,9.65851,0.1,4.3255,4.5165,0.326182
2.25969,1.7009;0.1,0.368874,0.1,0.145693,0.1,10.0,0.1,2.06421,3.97903,0.1
2.26445,1.69759;2.80465,10.0,0.1,10.0,0.163693,10.0,0.128094,5.41027,0.77922,0.1
2.27842,1.69583;0.1,0.392245,0.117341,0.134736,0.103274,10.0,0.1,0.254763,2.80084,0.243625
2.28766,1.69454;0.604638,2.5891,0.1,0.1,0.160859,10.0,0.1,0.117897,0.512495,0.286795
2.29277,1.69542;0.1,0.403981,0.116924,0.1,0.127265,10.0,0.149753,0.1,2.28546,0.172027
2.29416,1.70229;2.53235,10.0,0.270151,3.49137,0.1,0.376016,0.1,10.0,0.575105,0.452964
2.30017,1.70092;2.57529,10.0,0.1,10.0,0.279741,10.0,0.1,4.61811,0.599038,0.1
2.3013,1.70255;0.1,0.392245,0.1,0.1,0.1,10.0,0.1,0.250208,3.01518,0.243625
2.30957,1.7007;0.1,0.392245,0.1,0.1,0.1,10.0,0.1,0.309383,3.01518,0.196415
2.31707,1.7033;0.1,0.392245,0.1,0.184375,0.1,10.0,0.1,0.250208,3.01518,0.12614
2.33227,1.69285;2.53235,10.0,0.1,5.77551,0.144506,0.1,0.1,10.0,0.575105,0.452964
2.33892,1.69908;2.80465,10.0,0.103416,10.0,0.1,10.0,0.1,9.37488,1.29473,0.16858
2.36407,1.69683;2.80465,10.0,0.1,0.910528,0.1,8.99175,0.223128,9.59987,0.868925,0.1
2.39036,1.69212;0.1,0.385034,0.1,0.1,0.1,10.0,0.150186,10.0,6.26922,0.1
2.38523,1.69665;0.552581,2.77858,0.1,10.0,0.1,6.64159,0.1,10.0,2.94394,0.234034
2.3957,1.6939;0.618505,2.5891,0.1,0.181538,0.120124,10.0,0.102106,0.114186,0.512495,0.130457
2.4086,1.69837;0.614232,2.94604,0.257448,3.2882,0.1,10.0,0.113014,0.1,0.413057,0.160291
2.41605,1.69532;0.618505,2.65671,0.1,0.127408,0.108783,10.0,0.1,0.1,0.512495,0.167978
2.44883,1.69897;0.604638,2.5891,0.1,0.145522,0.1,10.0,0.104143,0.1,0.512495,0.117259
2.45845,1.6923;0.552581,2.77858,0.1,10.0,0.1,7.9652,0.1,10.0,3.34587,0.1
2.46373,1.69575;0.195003,1.59093,0.1,10.0,0.1,9.61114,0.114185,8.26373,6.57657,0.176395
2.46552,1.69692;0.604638,2.5878,0.1,0.1,0.1,10.0,0.1,0.133222,0.512495,0.100869
2.4748,1.69516;0.197148,1.59093,0.1,10.0,0.1,10.0,0.20919,8.34461,6.57657,0.168635
2.47421,1.69471;0.195003,1.59093,0.100719,10.0,0.1,9.61114,0.204341,10.0,6.56596,0.213436
2.49298,1.69221;0.197148,1.59093,0.1,10.0,0.1,10.0,0.295818,10.0,6.57657,0.132909
2.50179,1.69481;0.195003,1.59093,0.1,10.0,0.1,10.0,0.278496,10.0,6.57657,0.213436
